품목별,항목,단위,2020.01 월,2020.02 월,2020.03 월,2020.04 월,2020.05 월,2020.06 월,2020.07 월,2020.08 월,2020.09 월,2020.10 월,2020.11 월,2020.12 월,2021.01 월,2021.02 월,2021.03 월,2021.04 월,2021.05 월,2021.06 월,2021.07 월,2021.08 월,2021.09 월,2021.10 월,2021.11 월,2021.12 월,2022.01 월,2022.02 월,2022.03 월,2022.04 월,2022.05 월,2022.06 월
"불휘발성의 식물성유지,가공하지 않은것,조상,정제 또는 분별한것",수출액[천달러],천달러,482,502,512,759,455,537,546,535,465,590,393,620,438,416,566,593,824,458,375,464,387,688,379,481,444,455,561,751,514,307
"불휘발성의 식물성유지,가공하지 않은것,조상,정제 또는 분별한것",수입액[천달러],천달러,46173,48652,56730,55569,41899,45005,58860,46450,43913,29443,39334,54815,52425,89625,52269,87262,80788,85159,96912,97612,42995,59516,66187,82793,66798,97678,112308,115578,128308,104535
"달리 분류되지 않은 동식물성유지,처리한 것",수출액[천달러],천달러,1870,3828,5483,3489,2227,3364,3450,4533,3302,3567,3001,2398,1437,2346,3248,3469,4167,2879,6517,5588,4415,1904,2353,5561,5168,2520,3303,6585,7597,3060
"달리 분류되지 않은 동식물성유지,처리한 것",수입액[천달러],천달러,9493,7548,9869,13851,9548,9835,8320,7821,8133,9145,9659,12209,12552,12390,17123,14655,19619,14561,13289,14556,12439,13724,15701,16347,17223,16745,23965,14741,30200,21835
"달리 분류되지 않은 동식물성유지,처리한 것,왁스",수출액[천달러],천달러,1870,3828,5483,3489,2227,3364,3450,4533,3302,3567,3001,2398,1437,2346,3248,3469,4167,2879,6517,5588,4415,1904,2353,5561,5168,2520,3303,6585,7597,3060
"달리 분류되지 않은 동식물성유지,처리한 것,왁스",수입액[천달러],천달러,9493,7548,9869,13851,9548,9835,8320,7821,8133,9145,9659,12209,12552,12390,17123,14655,19619,14561,13289,14556,12439,13724,15701,16347,17223,16745,23965,14741,30200,21835
화학물 및 관련제품,수출액[천달러],천달러,5820179,5682386,6589448,5575071,5219015,5724015,6081194,5884684,6980181,6382721,6630009,7628880,7195192,7200841,8816568,8335931,8147159,8382042,8477693,8603290,8789314,8817759,8845718,9416424,7340684,7176952,8178580,7487981,7855014,6992883
화학물 및 관련제품,수입액[천달러],천달러,4347102,3714024,4673388,4309061,3698037,3971854,4273493,3709611,4085879,4372743,4712067,5140305,4722976,4401829,5534190,5466114,5136533,5549104,5295762,5548152,5835369,5682317,5897965,6579390,5063352,4570389,5806106,5492942,5982276,5712368
유기화학물,수출액[천달러],천달러,1572465,1430568,1351833,1092753,1050434,1222415,1266427,1124126,1260852,1173767,1165283,1437673,1438753,1600491,2014669,1917112,1895072,1878917,2021026,2181445,2073921,2119470,2132665,2009534,2010733,2000789,2463007,2104739,2245425,2027060
유기화학물,수입액[천달러],천달러,1047926,897531,1127596,1045873,867006,892846,967808,908168,1004818,1013707,1242494,1318432,1264660,1142034,1425014,1493269,1353086,1418420,1265717,1344256,1341596,1373239,1490398,1583386,1268529,1142366,1400609,1370725,1556325,1407805
달리 명시되지 않은 탄화수소 및 그 유도체,수출액[천달러],천달러,931275,806524,678286,545949,532364,613490,649204,567244,656890,570282,570658,709574,757080,817655,1051152,1112081,994708,910499,1051787,1231386,1149488,1200643,1200584,1003670,1123409,1091374,1406758,1231980,1335915,1163597
달리 명시되지 않은 탄화수소 및 그 유도체,수입액[천달러],천달러,192091,196263,188463,182626,112014,156396,205047,221159,215113,211079,364045,374018,275402,206487,239826,297442,274435,327736,212028,254927,217260,226020,221355,229020,190195,188297,263569,325513,381430,356933
"알콜,페놀-알콜 및 그들의 할로겐화",수출액[천달러],천달러,134655,109580,120285,114959,120210,141363,135249,97114,108430,91495,82822,113854,144121,155473,207428,195749,210417,203483,211220,235716,216421,211079,175023,231041,200085,212390,225896,178842,164995,169143
"알콜,페놀-알콜 및 그들의 할로겐화",수입액[천달러],천달러,229265,228728,250603,225732,196674,195862,203710,191459,220082,201701,219555,264347,264146,296249,318470,329573,303587,337882,309702,348742,347415,364966,352600,411515,343916,349479,394071,372139,378430,348446
카르복시산과 그들의 무수물.할로겐화물.과산화물과 과산화산,수출액[천달러],천달러,230725,255190,258749,202043,174863,225042,214292,201743,203535,207859,206794,233621,209097,264989,317112,243558,281099,343976,300271,321577,323050,313523,335710,346009,324022,326403,381190,343869,368754,350407
카르복시산과 그들의 무수물.할로겐화물.과산화물과 과산화산,수입액[천달러],천달러,102499,80858,113481,107774,92791,91825,104354,90756,96054,95065,104387,125301,123737,126433,163337,173829,155916,149639,145582,133084,138592,135188,166292,163064,165939,140046,160942,136228,179073,169635
질소관능화합물,수출액[천달러],천달러,137552,114274,116388,86962,77632,102802,103642,102185,127268,131121,115220,166390,141734,155390,219656,156502,176053,174618,227389,158350,149147,182364,196944,212286,183185,198792,240173,157153,210170,167851
질소관능화합물,수입액[천달러],천달러,153028,126241,196474,170530,152782,142929,141634,125633,140766,155993,162564,191045,177276,167533,228122,226538,207541,219125,192186,209708,215446,216595,269733,262596,225560,172772,223626,229210,255708,210462
"유기-무기화합물,헤테르고리화합물,헥산",수출액[천달러],천달러,71430,84137,103371,86423,99222,91326,107267,94166,88534,90629,116470,130762,99315,121044,111552,103760,116249,153885,117558,128965,127102,126140,125323,119486,82094,91689,94464,88016,83524,90621
"유기-무기화합물,헤테르고리화합물,헥산",수입액[천달러],천달러,266872,171019,268624,266403,217051,215236,220151,180543,224732,244784,290489,252932,309502,226346,335522,321649,283727,250938,269076,269793,313370,305608,327326,381903,225778,193443,241477,197674,234057,199742
기타 유기화합물,수출액[천달러],천달러,66828,60863,74754,56417,46143,48392,56773,61674,76196,82381,73318,83472,87407,85940,107768,105462,116546,92456,112801,105453,108714,85721,99081,97043,97938,80141,114525,104879,82067,85442
기타 유기화합물,수입액[천달러],천달러,104172,94421,109949,92809,95694,90598,92912,98617,108071,105084,101455,110789,114598,118986,139737,144239,127879,133101,137142,128002,109514,124861,153092,135288,117141,98328,116923,109959,127628,122586
무기화학물,수출액[천달러],천달러,432517,383315,494861,379799,328047,372501,407594,419825,497051,476804,501479,556492,527269,522250,612636,632652,612950,635086,621006,679833,691829,679606,673892,848220,328933,315488,387340,373637,393737,362108
무기화학물,수입액[천달러],천달러,776365,464825,626836,547832,476332,457935,614525,468260,538894,664517,743969,892046,688589,655377,793026,883881,783415,1052297,843275,1042678,896800,940677,1112433,1208108,961653,689074,1152110,977881,1400245,1376032
"무기화학원소,산화물 및 할로겐염",수출액[천달러],천달러,163122,125982,165177,112081,95697,106772,117430,122851,148678,133753,122235,137027,139141,131618,165731,163105,160067,164694,162416,170252,169894,191308,181309,209224,192882,196883,231252,210973,218159,210679
"무기화학원소,산화물 및 할로겐염",수입액[천달러],천달러,360075,290698,414031,339276,307054,276147,322965,299340,334791,375786,442879,414392,450850,420112,529433,528760,523693,597929,539499,622081,618115,613992,629733,717442,694111,505233,712876,711719,1006419,1066386
무기산의 금속염 및 과산화염,수출액[천달러],천달러,47741,50364,58180,50980,39440,52725,55898,60390,57847,50973,54364,55984,47250,67119,83138,78825,67627,76525,83176,83928,82697,93111,84890,93480,89113,82145,117058,128089,150145,123821
무기산의 금속염 및 과산화염,수입액[천달러],천달러,111515,79758,102051,102626,91986,99988,78171,72300,108395,101166,109075,105098,99994,113033,114930,123869,115561,142783,108610,116128,127004,141364,145861,177187,181973,133668,263313,193601,254417,240524
기타 무기화학물,수출액[천달러],천달러,218796,204688,268136,212832,188404,208524,230094,232863,285458,286846,320698,360173,337231,320043,358996,380994,382513,390488,372784,422749,436334,392792,404335,541817,44085,34004,36490,30323,23230,24757
기타 무기화학물,수입액[천달러],천달러,107655,81417,97089,92381,64997,70364,77873,74506,83136,80924,105254,86480,83299,102382,134621,141335,127894,123313,129880,142239,136668,134435,162802,208825,47531,33469,53644,51080,50768,50064
방사선 및 관련물질,수출액[천달러],천달러,2857,2281,3368,3905,4505,4481,4173,3721,5068,5232,4181,3307,3646,3470,4771,9729,2743,3378,2630,2904,2904,2395,3358,3699,2853,2456,2540,4252,2204,2851
방사선 및 관련물질,수입액[천달러],천달러,197120,12952,13665,13548,12296,11437,135516,22113,12572,106640,86762,286076,54445,19850,14042,89917,16267,188272,65286,162230,15014,50886,174037,104654,38038,16704,122276,21481,88640,19058
"염료,유연제 및 착색제",수출액[천달러],천달러,203749,220789,235489,181074,151911,176855,209565,194197,231901,239088,263665,263140,257529,268374,302347,292149,275374,283669,279938,270697,271002,264085,285805,285920,265850,255297,277298,270852,262751,221332
"염료,유연제 및 착색제",수입액[천달러],천달러,184770,165390,256285,214766,161489,205726,203968,185720,201906,200812,220418,249523,205096,205588,258593,259915,242965,247713,253260,231148,244186,246715,264947,287940,238738,233077,245246,226654,245030,217966
합성유기착색제와 그 조제품,수출액[천달러],천달러,54131,64217,68639,44666,35250,38433,48887,48314,56104,57754,62558,66648,64833,59968,69033,67509,65148,70482,61438,62932,68304,77514,75704,78990,72448,64225,68381,71434,64880,58098
합성유기착색제와 그 조제품,수입액[천달러],천달러,62567,50480,104904,69836,43465,65371,76732,77257,73410,69250,85891,104461,72076,68177,87042,90679,85843,84435,85502,80959,94204,92229,106864,116329,86593,95503,83603,73104,95320,73855
"염료,유연제엑스 및 합성유연제",수출액[천달러],천달러,590,347,699,693,501,326,488,707,908,752,930,753,1583,502,663,1127,887,649,777,924,904,958,1995,922,753,566,786,1028,998,633
"염료,유연제엑스 및 합성유연제",수입액[천달러],천달러,6186,4696,8669,5611,7337,8047,5450,4938,6416,7688,4887,6024,5070,7880,6002,7467,6811,7727,7607,6504,6897,5744,7218,8200,6434,4902,7744,4577,7598,6514
"안료,페인트 니스 및 관련물질",수출액[천달러],천달러,149028,156225,166150,135715,116160,138096,160189,145175,174889,180582,200177,195739,191112,207904,232650,223512,209339,212538,217723,206841,201794,185613,208107,206007,192649,190507,208131,198391,196873,162601
"안료,페인트 니스 및 관련물질",수입액[천달러],천달러,116016,110215,142711,139319,110687,132308,121786,103525,122080,123874,129641,139038,127950,129531,165550,161769,150312,155551,160151,143685,143085,148741,150864,163412,145711,132672,153899,148973,142113,137597
의약품 및 약제제품,수출액[천달러],천달러,418327,398791,585583,513686,629526,566652,555358,569503,716608,570679,694200,1002311,750441,755623,879941,528052,626098,692672,665504,633214,700051,677185,721065,1120796,261173,218475,320257,203418,222622,276340
의약품 및 약제제품,수입액[천달러],천달러,715412,626134,799981,710717,648990,757010,753820,605884,710301,751588,749373,757603,764123,591051,854415,772809,787828,782088,902017,956366,1364996,1120085,944565,1191672,690036,645356,942998,940721,725584,812717
의약품 및 약제제품(542항 의약품 제외),수출액[천달러],천달러,355824,303332,495705,412103,547569,476423,449145,500146,639720,496508,621015,912221,686773,693701,794747,446738,538635,601815,586661,566793,632917,610765,646162,1029710,197514,151803,247431,118431,146863,192202
의약품 및 약제제품(542항 의약품 제외),수입액[천달러],천달러,364930,294619,384214,361102,340481,367722,392535,281607,341090,350357,380125,396564,388335,238571,401869,376840,349640,411449,499998,560708,973006,721920,520691,738481,254231,211516,332884,212349,323878,332264
의약품(수의약품 포함),수출액[천달러],천달러,62503,95459,89877,101583,81957,90230,106213,69358,76888,74171,73185,90089,63668,61922,85194,81314,87463,90856,78843,66421,67134,66420,74903,91086,63660,66672,72826,84986,75759,84139
의약품(수의약품 포함),수입액[천달러],천달러,350482,331516,415767,349614,308509,389287,361285,324277,369210,401232,369249,361039,375788,352480,452546,395969,438188,370639,402018,395659,391990,398164,423874,453190,435805,433839,610115,728373,401706,480453
정유 및 향료,수출액[천달러],천달러,524289,594964,838819,642996,632699,620312,661600,636170,905960,787607,828496,758590,825508,687344,936788,963990,872297,803755,733975,762614,952721,887988,961979,778725,603885,610022,755662,762690,880363,701483
정유 및 향료,수입액[천달러],천달러,216699,207790,224457,213947,189597,211945,217795,196110,213541,213217,209227,235613,218753,204551,246267,251368,239396,242520,242649,243691,237957,237168,238727,269720,196158,209823,228510,218280,208461,220411
정유 및 향료,수출액[천달러],천달러,1677,2375,2748,3266,1721,1945,2614,2504,2660,4068,3374,2283,3320,2226,3283,2702,2825,3858,1610,1788,1954,2606,3388,2874,2752,2412,3571,3313,3559,2544
정유 및 향료,수입액[천달러],천달러,22338,23329,29198,27384,28255,28336,26430,18941,20963,24606,21861,26610,22411,23716,26569,25453,27509,27455,26410,24610,25202,24894,27067,29711,23858,24789,25778,24709,24840,26726
"향수 및 화장품,화장용품(비누제외)",수출액[천달러],천달러,457396,511342,751075,549864,550866,540095,581815,564114,817107,707818,741458,669906,743006,610811,839739,866794,776680,703654,641113,672812,852136,781467,856152,671517,553822,559575,693407,696093,821203,646052
"향수 및 화장품,화장용품(비누제외)",수입액[천달러],천달러,145211,134051,131773,122813,106444,121283,127440,123310,134287,134055,127855,144332,136388,121027,141795,148475,141313,142966,143385,148887,135540,142346,137730,156103,135690,140972,158256,149163,141925,151026
"비누,세척 및 광택제",수출액[천달러],천달러,65216,81248,84996,89866,80112,78271,77172,69553,86193,75720,83664,86401,79182,74307,93766,94494,92793,96243,91252,88014,98631,103915,102440,104335,47311,48035,58683,63283,55600,52887
"비누,세척 및 광택제",수입액[천달러],천달러,49149,50410,63486,63750,54897,62325,63925,53859,58291,54556,59511,64672,59954,59808,77904,77440,70574,72099,72855,70193,77216,69928,73930,83906,36610,44062,44476,44408,41696,42659
비료,수출액[천달러],천달러,18630,36658,27174,24901,23671,30262,15000,28176,34618,19265,18478,22642,32324,34196,29522,20887,45614,38860,31281,31293,54824,19094,34234,77923,44850,62178,40581,52382,43945,69773
비료,수입액[천달러],천달러,69692,58588,47757,71032,40694,39039,49420,26898,27615,26230,49931,40735,49539,73223,51655,67085,56522,60299,79411,46503,62200,66763,65461,121070,193264,121941,133383,153200,140364,92266
비료(272항의 것 제외),수출액[천달러],천달러,18630,36658,27174,24901,23671,30262,15000,28176,34618,19265,18478,22642,32324,34196,29522,20887,45614,38860,31281,31293,54824,19094,34234,77923,44850,62178,40581,52382,43945,69773
비료(272항의 것 제외),수입액[천달러],천달러,69692,58588,47757,71032,40694,39039,49420,26898,27615,26230,49931,40735,49539,73223,51655,67085,56522,60299,79411,46503,62200,66763,65461,121070,193264,121941,133383,153200,140364,92266
플라스틱(원료형태의 것),수출액[천달러],천달러,1657415,1619272,1835585,1489289,1331896,1544450,1690978,1622450,1849541,1759789,1738463,2025186,2013433,2114089,2580069,2552944,2502673,2642420,2666740,2694419,2655197,2795345,2587998,2714994,2598902,2545346,2616266,2458859,2529290,2176692
플라스틱(원료형태의 것),수입액[천달러],천달러,392027,364762,457661,405247,354643,381859,372492,303329,366969,398628,394139,439218,420480,438499,535590,543435,532657,546450,508822,485705,501771,474738,546282,554256,417532,408137,466275,439657,496151,448106
에틸렌의 중합체(일차제품의 것),수출액[천달러],천달러,331615,303024,356783,296184,297234,319002,350911,338530,370970,362389,336095,365722,353709,403188,512972,524710,475080,495940,552967,571717,582720,630194,612551,599490,469766,432178,492626,492087,556825,481949
에틸렌의 중합체(일차제품의 것),수입액[천달러],천달러,57916,51379,58444,55745,57242,57994,56195,45606,41590,51232,51200,48760,49609,54433,64283,64240,64000,69858,59802,56924,46725,50191,46217,50811,35251,37486,41079,44268,45840,37860
스티렌의 중합체(일차제품의 것),수출액[천달러],천달러,260628,250762,270583,204515,177876,244810,265377,249370,293515,274448,285025,325818,339155,325462,410731,409615,405190,418071,396877,414913,392248,420301,319795,367169,390812,363329,397956,381350,389270,327059
스티렌의 중합체(일차제품의 것),수입액[천달러],천달러,13228,9443,15379,13347,11604,11926,9190,9786,11100,13264,14528,15615,14182,12946,15460,16591,16460,19560,19024,15502,15940,14536,16955,19384,20724,18076,19393,15699,21515,20647
염화비닐의 중합체 또는 할로겐화올레 핀의 중합체(1차제품의 것),수출액[천달러],천달러,40945,44141,48386,38461,37742,35410,46093,51958,53686,59824,52197,57382,84942,73579,84325,68622,52271,71947,89557,73604,79180,85919,73084,92276,100487,84190,92737,78921,85579,72467
염화비닐의 중합체 또는 할로겐화올레 핀의 중합체(1차제품의 것),수입액[천달러],천달러,35971,33118,42659,29237,27706,34290,38190,29193,31123,34329,34053,34367,28936,32485,39977,39939,36380,40322,38228,38650,40066,39009,44155,41268,16952,16057,22862,15598,19153,17419
아세탈수지.기타 폴리에테르와 에폭시 수지,수출액[천달러],천달러,376788,373437,435397,338381,271906,343840,389303,368914,433063,414723,424785,495991,494534,530755,620414,604388,601153,673006,679011,681716,641384,648780,638543,631238,535478,648810,576105,546934,520121,422017
아세탈수지.기타 폴리에테르와 에폭시 수지,수입액[천달러],천달러,83007,77648,99793,90143,67083,74630,71921,69859,81588,83063,89002,94610,97647,99414,123320,143167,141168,126770,112217,118150,118919,113295,126042,125084,95812,93176,95400,92614,114707,100011
기타 프라스틱(일차제품의 것),수출액[천달러],천달러,647162,647501,724034,611433,546684,600631,638662,613272,697739,647695,639508,779192,740334,780416,950067,943941,967390,982094,946684,951378,958326,1008793,942399,1023412,1101283,1015861,1055714,958503,976129,872021
기타 프라스틱(일차제품의 것),수입액[천달러],천달러,197858,189810,236946,212674,188565,200492,194343,146776,199578,214559,202567,243199,227677,237286,289654,276519,271800,286215,276523,254231,277951,254660,310227,314598,246984,241899,285027,269264,291413,268630
플라스틱의 웨이스트.페어링과 스크램,수출액[천달러],천달러,276,407,402,316,453,757,631,406,569,709,853,1083,759,688,1560,1669,1589,1361,1644,1091,1340,1358,1627,1410,1076,977,1128,1063,1366,1180
플라스틱의 웨이스트.페어링과 스크램,수입액[천달러],천달러,4046,3365,4440,4101,2443,2527,2653,2110,1989,2181,2788,2666,2429,1935,2897,2978,2849,3725,3029,2249,2169,3048,2685,3111,1809,1443,2514,2213,3524,3540
원료형태가 아닌 플라스틱,수출액[천달러],천달러,594170,577291,674578,534947,451565,553557,668981,623135,722126,667556,675773,742999,680472,636495,732182,693226,667956,699664,722598,669016,676376,676958,683580,729653,689479,621386,721596,685692,670809,619480
원료형태가 아닌 플라스틱,수입액[천달러],천달러,300255,282092,340767,352203,286286,326106,355218,350945,370220,374250,384833,406552,356360,368948,418337,402260,369570,401603,396819,403247,382319,388948,389604,441083,379941,345864,428673,404128,402614,372818
플라스틱의 관.파이프 및 호오스,수출액[천달러],천달러,32479,27015,32269,30030,22077,23031,27076,23582,28011,25666,25860,27158,25995,24260,29710,30085,27197,30109,30614,26566,28097,28325,32670,34202,34289,28925,37860,36369,37123,35265
플라스틱의 관.파이프 및 호오스,수입액[천달러],천달러,27125,23844,27918,26694,26071,26664,28224,26092,23517,24006,25648,28169,25888,25600,32789,31589,32052,28087,33487,26981,27714,28129,27924,34305,28989,28959,32315,33654,33032,35129
"플라스틱제의 판,쉬이트,필름,박 및 스트¿",수출액[천달러],천달러,558391,546292,638652,502142,426719,527853,638013,596357,690959,638838,646468,711637,650834,608571,697509,658779,636941,664398,686925,638976,643870,644465,645723,691119,650756,587598,679502,644111,629244,579207
"플라스틱제의 판,쉬이트,필름,박 및 스트¿",수입액[천달러],천달러,269648,255598,307950,320987,256147,293913,322446,320798,342625,346843,355217,373275,325077,339299,380334,364813,332290,367084,357736,369881,348024,354340,355643,398706,344447,310441,389617,364891,359752,331323
플라스틱의 모노필라멘트,수출액[천달러],천달러,3299,3984,3657,2775,2769,2673,3892,3196,3155,3052,3445,4204,3643,3664,4963,4362,3819,5158,5060,3475,4409,4168,5187,4332,4434,4863,4234,5212,4441,5008
플라스틱의 모노필라멘트,수입액[천달러],천달러,3481,2651,4899,4522,4068,5529,4548,4056,4078,3401,3968,5109,5394,4049,5214,5858,5228,6432,5596,6384,6581,6480,6038,8071,6505,6464,6741,5583,9830,6366
달리 명시되지 않은 화학물질 및 제품,수출액[천달러],천달러,398616,420738,545526,715624,619266,637010,605690,667101,761522,688166,744173,819847,669464,581979,728414,734919,649123,706999,735624,680757,713394,698029,764500,850659,536879,547970,596573,575713,606071,538615
달리 명시되지 않은 화학물질 및 제품,수입액[천달러],천달러,643958,646912,792047,747444,672999,699388,738448,664298,651616,729793,717681,800583,755376,722558,951292,792091,771093,797713,803791,794557,803542,833985,845548,922155,717502,774752,808302,761697,807501,764247
살충제.살서제(쥐약).살균제,수출액[천달러],천달러,35347,45761,56524,95870,123342,125531,93164,81112,38586,37061,31279,36738,50847,51166,68541,101698,57655,103018,53139,25683,57870,64809,64702,50994,52759,63785,49361,73213,67318,56190
살충제.살서제(쥐약).살균제,수입액[천달러],천달러,23201,15182,26641,15633,11647,11675,14713,6925,17687,15418,21347,21655,25753,15120,22786,21411,14419,10596,9903,14636,12175,11380,27041,30670,25737,22913,25199,11796,14642,10418
"전분,이눌린 및 글루우텐,단백질,물질 아교",수출액[천달러],천달러,56306,59057,68645,56068,47232,56391,71673,67703,87032,80408,78233,76661,77661,66871,83397,76085,70993,76149,79286,77449,80824,78755,79870,82675,81248,74934,80919,77321,81288,73907
"전분,이눌린 및 글루우텐,단백질,물질 아교",수입액[천달러],천달러,56484,58892,73016,71905,73452,80222,79219,67714,77602,81562,88223,96811,69880,67705,87133,79260,74613,83420,85224,81317,83231,85449,94377,104814,89344,91035,106753,96388,99972,100848
화약 및 불꽃제품,수출액[천달러],천달러,1439,2363,2222,2204,1820,2559,1564,1231,1309,994,1600,2697,1890,438,4158,1693,3991,839,3314,1964,1978,2363,7385,1998,193,149,4820,1037,217,719
화약 및 불꽃제품,수입액[천달러],천달러,3966,3275,10177,2062,3250,4565,4072,1532,5374,2387,4142,5693,5968,2537,6485,3987,4629,6194,2061,3053,4418,3158,2488,4612,2791,2016,1788,3493,4057,2029
광물유첨가제 및 유사품,수출액[천달러],천달러,19431,20408,25766,17800,12419,12208,17201,16116,20767,17876,22496,25783,22415,22363,38261,24953,22199,24740,21780,21690,23354,29130,24684,30515,26581,24936,27851,30609,28885,26993
광물유첨가제 및 유사품,수입액[천달러],천달러,52913,49591,57652,47940,51193,49247,50122,37665,35868,49929,51289,55630,56521,53550,63746,46662,49974,54679,56452,54714,54391,57567,62909,61497,53097,51668,63472,62867,72015,62923
달리 명시되지 않은 화학잡제품,수출액[천달러],천달러,286094,293149,392369,543682,434452,440320,422088,500940,613829,551827,610564,677967,516650,441140,534057,530490,494285,502253,578104,553971,549367,522971,587858,684477,376097,384166,433623,393533,428363,380804
달리 명시되지 않은 화학잡제품,수입액[천달러],천달러,504240,515622,620932,605360,528751,551062,587865,548070,513026,578284,548200,617522,593683,579691,768388,637062,622010,637770,644682,638720,644594,673686,652282,718793,544263,604792,608193,586440,614507,587713
"달리 명시되지 않은 화학물질의 폐기물, 도시쓰레기, 오수침전물 및 기타 쓰레기",수출액[천달러],천달러,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,,,,0,,,3
"달리 명시되지 않은 화학물질의 폐기물, 도시쓰레기, 오수침전물 및 기타 쓰레기",수입액[천달러],천달러,3153,4349,3630,4544,4706,2617,2457,2392,2059,2213,4481,3273,3572,3955,2753,3710,5448,5055,5468,2117,4734,2746,6451,1769,2269,2328,2897,713,2307,316
재료별 제조제품,수출액[천달러],천달러,5284490,5473998,5615782,4460002,3932591,4617821,5181286,4699316,5698820,5388313,5547437,5992685,5603175,5451403,6411813,6432410,6522988,6979664,6991655,6659440,6934362,6932943,7115316,7535311,7181075,6647895,7332966,7173681,7499940,6855332
재료별 제조제품,수입액[천달러],천달러,3954056,3166177,4408945,4098769,3613354,3842808,3737202,3310157,3724230,3738638,3920783,4371154,4167153,4070144,5194626,5557719,4802767,5400463,5896662,5522259,5274532,5397296,5463415,5869791,5427410,4921153,6053831,5579803,6380356,5398970
가죽제품 및 손질모피,수출액[천달러],천달러,32243,31782,28875,18768,13776,20150,26057,19529,30526,31204,25742,35310,29223,28243,34631,33256,34518,40590,32358,23291,31375,31579,35515,44322,33542,25629,43196,42012,35826,33346
가죽제품 및 손질모피,수입액[천달러],천달러,21154,18542,23070,18456,22132,31700,29844,28997,28350,28254,27727,30882,28255,23806,30056,33089,38935,37437,36294,35266,36997,30777,37618,37851,30499,27180,39842,28997,37339,31640
가 죽,수출액[천달러],천달러,29436,29056,25694,15925,11402,17571,23173,16202,26601,27538,21614,31747,25778,25337,30908,30198,31028,36282,29148,20835,28626,26846,31583,40634,30917,24021,41217,40484,34156,31437
가 죽,수입액[천달러],천달러,12323,13543,16002,8948,8614,17340,14929,14949,14480,13190,13076,15880,14828,14666,19415,18308,20054,19567,19932,19249,16314,18639,21985,18784,21443,19682,30171,20375,22986,18000
달리 명시되지 않은 가죽제품,수출액[천달러],천달러,2776,2707,3179,2812,2373,2538,2741,2615,3727,3666,3990,3465,3445,2906,3723,3057,3436,4212,2973,2443,2709,4660,3720,3573,2611,1609,1973,1528,1532,1829
달리 명시되지 않은 가죽제품,수입액[천달러],천달러,7598,4533,6720,8125,8505,10077,8890,8263,10415,12355,12038,12315,11619,8353,8801,11430,11089,10641,10959,10102,16272,9738,13288,15039,7353,6969,8712,5678,8185,7611
모피(유연처리 또는 완성가공한 것),수출액[천달러],천달러,30,18,2,31,1,42,142,712,199,,138,98,0,0,0,0,54,97,237,13,39,73,211,115,13,0,6,0,138,80
모피(유연처리 또는 완성가공한 것),수입액[천달러],천달러,1234,467,347,1383,5012,4284,6026,5785,3455,2708,2612,2687,1807,786,1840,3350,7792,7229,5403,5915,4410,2400,2345,4027,1704,528,959,2944,6168,6029
달리 명시되지 않은 고무제품,수출액[천달러],천달러,333418,361636,356473,200497,193910,317920,357867,321207,393333,372274,362491,370005,360452,335677,403562,366163,371101,368155,356453,325840,318514,346119,326119,279550,332696,321144,395304,406498,428222,397759
달리 명시되지 않은 고무제품,수입액[천달러],천달러,122193,109002,143965,136008,126027,137946,153380,125054,133770,141435,149882,158752,132991,131186,180285,167078,140139,161630,151463,150841,146931,153848,154158,162124,125074,124991,151881,147326,155949,145158
고 무,수출액[천달러],천달러,32405,32909,34943,25208,15371,21745,29967,25545,38991,36879,39230,41125,38432,33983,41772,40387,34632,37407,37875,32480,33493,34224,36435,41338,39013,34628,40214,37811,39030,32971
고 무,수입액[천달러],천달러,14868,14274,18665,14868,14386,18339,17106,13675,14944,14452,15654,16828,15183,15070,19395,17829,19204,19120,18988,17732,18713,19425,20435,19023,16017,14665,17536,17272,18018,18252
"고무타이어,호환성타이어 트레드,타이어풀랩 및 인너튜브",수출액[천달러],천달러,246343,276214,264269,138070,149710,260026,276005,252301,291811,275460,262926,266720,266425,251729,302806,270382,288817,279480,262829,250823,237127,267311,242967,186691,237333,239927,298980,316492,337471,316302
"고무타이어,호환성타이어 트레드,타이어풀랩 및 인너튜브",수입액[천달러],천달러,70794,63950,82591,81287,77851,83193,99081,77422,84370,90880,92850,94474,78026,78485,113408,100812,78604,99427,88875,91051,84664,92276,88643,96165,68917,74846,89456,86463,92725,84581
달리 명시되지 않은 고무제품,수출액[천달러],천달러,54670,52513,57261,37219,28830,36150,51895,43361,62532,59935,60335,62160,55595,49965,58985,55394,47652,51269,55748,42538,47893,44584,46717,51521,56350,46589,56110,52194,51720,48485
달리 명시되지 않은 고무제품,수입액[천달러],천달러,36531,30779,42709,39853,33790,36414,37193,33957,34457,36103,41377,47450,39782,37631,47482,48437,42331,43083,43601,42058,43553,42148,45080,46936,40141,35480,44889,43592,45205,42325
코크 및 나무제품,수출액[천달러],천달러,4891,6652,6063,5135,3807,6801,6144,4506,5089,5053,6146,5400,5694,5315,5854,5860,5747,5042,5954,4708,5808,5059,5350,5141,4177,5108,5887,5052,4921,5250
코크 및 나무제품,수입액[천달러],천달러,113496,90813,121489,125341,133646,120529,113870,96323,98386,93071,96589,117215,115822,118469,131129,160578,141267,146413,135295,142198,139303,128400,120201,146236,135582,128557,138578,126445,136723,119195
